date,open,high,low,close,volume,daily_return,ma20,ma60,rsi,macd,macd_signal,volatility_20d,return_20d,signal,position,trade,strategy_return,benchmark_return,strategy_curve,benchmark_curve
2020-03-30,255.6999969482422,262.42999267578125,253.52999877929688,261.6499938964844,171369500,0.03247571536186511,262.92899856567385,305.48916854858396,42.92060766559701,-15.913516781301439,-18.78315023056096,0.9281954743548658,-0.15348281407834963,0,0.0,0.0,0.0,0.03247571536186511,1.0,1.032475715361865
2020-03-31,260.55999755859375,263.3299865722656,256.2200012207031,257.75,194881100,-0.01490538500844496,260.80449905395506,304.41150182088217,45.3580054184862,-14.472035249392661,-17.9209272343273,0.9251596383000479,-0.14152008931657045,0,0.0,0.0,-0.0,-0.01490538500844496,1.0,1.017086267312527
2020-04-01,247.97999572753903,257.6600036621094,243.8999938964844,246.1499938964844,189554600,-0.045004873340506735,257.4689994812012,303.1200014750163,49.40338292485472,-14.103102510435235,-17.15736228954889,0.9168068883516038,-0.21322634590075717,0,0.0,0.0,-0.0,-0.045004873340506735,1.0,0.9713124286757578
2020-04-02,245.19000244140625,252.67999267578125,244.58999633789065,251.8300018310547,177660400,0.023075393359379692,254.9375,301.9383346557617,44.120217035281314,-13.200227480740068,-16.365935327787128,0.9199257615224463,-0.16739400599878373,0,0.0,0.0,0.0,0.023075393359379692,1.0,0.9937258450423054
2020-04-03,250.7599945068359,253.32000732421875,245.22000122070312,248.19000244140625,135561200,-0.014454192761712337,252.4740005493164,300.6673344930013,53.39300027711646,-12.632787138349869,-15.619305689899678,0.9196851368719382,-0.16563568355078284,0,0.0,0.0,-0.0,-0.014454192761712337,1.0,0.9793623401257685
2020-04-06,257.8399963378906,267.0,248.1699981689453,264.8599853515625,188061200,0.06716621437679282,252.00549926757813,299.6375010172526,54.76227346056703,-10.714448778819701,-14.638334307683683,0.9161387890074268,-0.034168490899534554,0,0.0,0.0,0.0,0.06716621437679282,1.0,1.0451424010152133
2020-04-07,274.2099914550781,275.0299987792969,264.8900146484375,265.1300048828125,201427200,0.0010194802770664424,250.84099884033202,298.6278345743815,61.01323471272719,-9.067835129642845,-13.524234472075516,0.8954958120090494,-0.08075032057634013,0,0.0,0.0,0.0,0.0010194802770664424,1.0,1.0462079030797742
2020-04-08,267.9599914550781,276.0,265.25,274.0299987792969,153774500,0.03356841448563386,250.82449951171876,297.7291676839193,63.6838655657119,-6.964445035216158,-12.212276584703645,0.8869589719953731,-0.001202750364061922,0,0.0,0.0,0.0,0.03356841448563386,1.0,1.0813274436085019
2020-04-09,277.5799865722656,281.20001220703125,275.4700012207031,278.20001220703125,189999200,0.015217361041894195,252.32900009155273,296.90833435058596,71.48946773611786,-4.904472294233926,-10.750715726609702,0.8099221582412273,0.12127689945047826,0,0.0,0.0,0.0,0.015217361041894195,1.0,1.097782393722401
2020-04-13,277.1400146484375,277.510009765625,271.4100036621094,275.6600036621094,114839100,-0.009130152528647795,252.64599990844727,296.03283437093097,73.60923711967011,-3.4372638791648455,-9.28802535712073,0.7561340207321979,0.02354075510720688,0,0.0,0.0,-0.0,-0.009130152528647795,1.0,1.0877594730244513
2020-04-14,280.9800109863281,284.8999938964844,275.510009765625,283.7900085449219,134143400,0.029492870836560936,254.84300003051757,295.2473342895508,70.40979847865856,-1.6000231202492046,-7.7504249097464255,0.6351203129785212,0.18319783749533225,0,0.0,0.0,0.0,0.029492870836560936,1.0,1.119840622663607
2020-04-15,277.57000732421875,283.94000244140625,275.4599914550781,277.760009765625,121775000,-0.021248101052656954,256.09100036621095,294.344167582194,65.18881749166606,-0.6233811391595054,-6.325016155629042,0.6207270688144647,0.09873420258130672,0,0.0,0.0,-0.0,-0.021248101052656954,1.0,1.0960461359503804
2020-04-16,279.1499938964844,280.0299987792969,275.760009765625,279.1000061035156,131798300,0.004824295401707923,258.0460006713867,293.4741678873698,60.06974953140361,0.2557925554765461,-5.008854413407924,0.5844435846002667,0.16291669209798187,0,0.0,0.0,0.0,0.004824295401707923,1.0,1.1013337862841055
2020-04-17,285.3800048828125,287.29998779296875,282.3999938964844,286.6400146484375,146684800,0.027015436689475925,260.3525016784668,292.72916819254556,68.73872138483105,1.543171002943268,-3.698449330137686,0.5876773509523882,0.19180084485133708,0,0.0,0.0,0.0,0.027015436689475925,1.0,1.1310867994614446
2020-04-20,282.6099853515625,286.7900085449219,281.3500061035156,281.5899963378906,100109300,-0.017617980925449972,262.99200134277345,291.89366811116537,61.66627088351299,2.1313643828471527,-2.5324865875407183,0.5564266299683407,0.23072549205425918,0,0.0,0.0,-0.0,-0.017617980925449972,1.0,1.1111593338035046
2020-04-21,276.7300109863281,278.0400085449219,272.0199890136719,273.0400085449219,126385700,-0.030363251195576146,265.4965019226074,290.96483510335287,58.484075393382255,1.885860290935625,-1.6488172118454498,0.5608495758660448,0.22466926343267946,0,0.0,0.0,-0.0,-0.030363251195576146,1.0,1.0774209238329198
2020-04-22,278.3500061035156,281.0,276.9100036621094,279.1000061035156,92951600,0.022194540612888725,267.294002532959,290.22483520507814,69.48090189380666,2.1554411034746863,-0.8879655487814226,0.4781641198603509,0.14785117462242714,0,0.0,0.0,0.0,0.022194540612888725,1.0,1.1013337862841055
2020-04-23,280.489990234375,283.94000244140625,278.75,279.0799865722656,104709700,-7.172888144824086e-05,268.90850219726565,289.4280014038086,67.2664856600152,2.3404907107662325,-0.24227429687189164,0.4779636967668901,0.130839961767393,0,0.0,0.0,-0.0,-7.172888144824086e-05,1.0,1.1012547888435142
2020-04-24,280.7300109863281,283.70001220703125,278.5,282.9700012207031,85063200,0.013938708741589423,269.9970016479492,288.70050150553385,71.96814701472715,2.7691148968584685,0.3600035418741803,0.438486814333408,0.08334604899029108,0,0.0,0.0,0.0,0.013938708741589423,1.0,1.1166048585954846
2020-04-27,285.1199951171875,288.2699890136719,284.6199951171875,287.04998779296875,77896600,0.014418442077481775,271.6785011291504,288.02333475748696,66.66665138573592,3.398843716264082,0.9677715767521607,0.4205243583369016,0.1327045610725781,0,0.0,0.0,0.0,0.014418442077481775,1.0,1.1327045610725783
2020-04-28,291.0199890136719,291.3999938964844,285.3999938964844,285.7300109863281,105270000,-0.004598421399664487,272.88250198364256,287.423334757487,65.2321785670283,3.7481904395847323,1.523855349318675,0.4107225248156104,0.09203140703825285,0,0.0,0.0,-0.0,-0.004598421399664487,1.0,1.1274959081794447
2020-04-29,291.5299987792969,294.8800048828125,290.4100036621094,293.2099914550781,118745600,0.026178490817010847,274.6555015563965,286.90816802978514,64.48639663071248,4.575874315025828,2.1342591424601056,0.41056674500898105,0.13757513658614218,0,0.0,0.0,0.0,0.026178490817010847,1.0,1.1570120494579377
2020-04-30,291.7099914550781,293.32000732421875,288.5899963378906,290.4800109863281,122901700,-0.009310666581320293,276.8720024108887,286.2651682535807,59.481163306323346,4.954421652237272,2.698291644415539,0.36821956907884207,0.180093512854143,0,0.0,0.0,-0.0,-0.009310666581320293,1.0,1.1462394960348647
2020-05-01,285.30999755859375,290.6600036621094,281.5199890136719,282.7900085449219,125180000,-0.026473430702838252,278.42000274658204,285.43066864013673,55.09941898280521,4.581096190028802,3.0748525535381916,0.38399092065078627,0.12294010439088732,0,0.0,0.0,-0.0,-0.026473430702838252,1.0,1.1158946041677296
2020-05-04,280.739990234375,283.8999938964844,279.1300048828125,283.57000732421875,80873200,0.0027582260890697263,280.18900299072266,284.5905019124349,49.824167729692945,4.298620631489939,3.3196061691285412,0.3765669326608785,0.14255209530917812,0,0.0,0.0,0.0,0.0027582260890697263,1.0,1.118972493777597
2020-05-05,286.6400146484375,289.25,283.7099914550781,286.19000244140625,79569900,0.00923932379841541,281.25550384521483,283.82366841634115,57.1259491927154,4.237323201738093,3.503149575650452,0.3025775617859288,0.08053318081072658,0,0.0,0.0,0.0,0.00923932379841541,1.0,1.1293110429691287
2020-05-06,288.0400085449219,288.4599914550781,283.7799987792969,284.25,73632600,-0.006778721915009722,282.21150360107424,282.98316853841146,54.309620524575735,3.9862515369287053,3.5997699679061026,0.3048718318809564,0.07211554620397842,0,0.0,0.0,-0.0,-0.006778721915009722,1.0,1.1216557574532913
2020-05-07,287.75,289.7799987792969,287.1300048828125,287.67999267578125,75250400,0.01206681680134114,282.8940032958984,282.19016825358074,50.934560473011885,4.017733249041498,3.683362624133182,0.2858584809199198,0.04981204232124248,1,0.0,0.0,0.0,0.01206681680134114,1.0,1.1351905719926496
2020-05-08,291.0899963378906,292.95001220703125,289.8599853515625,292.44000244140625,76452400,0.0165461967700673,283.6060028076172,281.4405014038086,59.801279920075295,4.3763281529513165,3.8219557298968088,0.28667491704274284,0.05118615963171802,1,1.0,1.0,0.0155461967700673,0.0165461967700673,1.0155461967700674,1.1539736585683653
2020-05-11,290.3399963378906,294.0,289.8800048828125,292.5,79514200,0.00020516194122843778,284.44800262451173,280.69783477783204,70.76398870210295,4.612192020769044,3.9800029880712557,0.2834826902112961,0.061089734144138985,1,1.0,0.0,0.00020516194122843778,0.00020516194122843778,1.0157545481992039,1.1542104100442836
2020-05-12,293.7900085449219,294.239990234375,286.5199890136719,286.6700134277344,95870800,-0.01993157802483969,284.59200286865234,279.84900156656903,58.11710962911575,4.279354902658952,4.039873370988795,0.2767062771051875,0.010148366031556888,1,1.0,0.0,-0.01993157802483969,-0.01993157802483969,0.9955089571676856,1.1312051751994037
2020-05-13,286.05999755859375,287.19000244140625,278.9599914550781,281.6000061035156,144721100,-0.01768586558320595,284.78400268554685,278.93016815185547,52.4381026166732,3.5653724748269724,3.944973191756431,0.27323446672466833,0.01382487112212738,1,1.0,0.0,-0.01768586558320595,-0.01768586558320595,0.9779025195643404,1.1111988325238
2020-05-14,278.95001220703125,285.1099853515625,272.989990234375,284.9700012207031,121977900,0.011967311946537107,285.07750244140624,278.0406682332357,51.95465542994307,3.2341850267590075,3.8028155587569463,0.2757847462201498,0.021031870257324004,1,1.0,0.0,0.011967311946537107,0.011967311946537107,0.9896053840692715,1.12449689558724
2020-05-15,282.3699951171875,286.3299865722656,281.3399963378906,286.2799987792969,111146300,0.004596966533256808,285.0595016479492,277.1961680094401,49.20439115789766,3.0423521017302164,3.650722867351601,0.2588994295617944,-0.0012559860826905078,1,1.0,0.0,0.004596966533256808,0.004596966533256808,0.9941545669009686,1.1296661701830057
2020-05-18,293.04998779296875,296.75,292.70001220703125,295.0,119703800,0.030459694208066823,285.73000183105466,276.5548344930013,58.307938461538455,3.5529976042654425,3.6311778147343694,0.27129908235121125,0.047622443398231296,1,1.0,0.0,0.030459694208066823,0.030459694208066823,1.0244362110043252,1.1640754562839781
2020-05-19,294.3500061035156,296.2099914550781,291.95001220703125,291.9700012207031,95189300,-0.010271182302701298,286.67650146484374,276.0473342895508,48.79237333472825,3.670876683922984,3.6391175885720926,0.247369718507794,0.0693304720310497,1,1.0,0.0,-0.010271182302701298,-0.010271182302701298,1.0139140399236113,1.1521190250583853
2020-05-20,295.82000732421875,297.8699951171875,295.57000732421875,296.92999267578125,85861700,0.016988017379665044,287.56800079345703,275.78533426920575,56.020146053762694,4.117067569713072,3.7347075848002884,0.24279132266181758,0.06388386306825322,1,1.0,0.0,0.016988017379665044,0.016988017379665044,1.03113842925532,1.1716912430795199
